index,date,cases,Forecast 1,Forecast 2
2022-02-12,2022-02-12,45015.0,217955.89280318553,
2022-02-13,2022-02-13,34142.0,244386.6567455667,
2022-02-14,2022-02-14,199254.0,742392.4771872056,
2022-02-15,2022-02-15,97000.0,618210.7080697498,
2022-02-16,2022-02-16,173319.0,689573.0655318032,
2022-02-17,2022-02-17,98674.0,553546.3767145497,
2022-02-18,2022-02-18,146900.0,846023.2619635282,
2022-02-19,2022-02-19,34137.0,213005.7099852622,
2022-02-20,2022-02-20,24805.0,239033.13003141797,
2022-02-21,2022-02-21,55758.0,726362.5199052315,
2022-02-22,2022-02-22,103686.0,605419.2653834824,
2022-02-23,2022-02-23,107476.0,,
2022-02-24,2022-02-24,66209.0,,
2022-02-25,2022-02-25,105154.0,,
2022-02-26,2022-02-26,19698.0,,
2022-02-27,2022-02-27,8921.0,,
2022-02-28,2022-02-28,104950.0,,
2022-03-01,2022-03-01,37852.0,,
2022-03-02,2022-03-02,90481.0,,
2022-03-03,2022-03-03,46981.0,,
2022-03-04,2022-03-04,60713.0,,
2022-03-05,2022-03-05,13409.0,,
2022-03-06,2022-03-06,6677.0,,
2022-03-07,2022-03-07,61144.0,,
2022-03-08,2022-03-08,28700.0,,
2022-03-09,2022-03-09,53887.0,,
2022-03-10,2022-03-10,40825.0,,
2022-03-11,2022-03-11,56730.0,,
2022-03-12,2022-03-12,8990.0,,
2022-03-13,2022-03-13,6889.0,,
2022-03-14,2022-03-14,47638.0,,
2022-03-15,2022-03-15,23245.0,,
2022-03-16,2022-03-16,64250.0,,
2022-03-17,2022-03-17,35433.0,,
2022-03-18,2022-03-18,34498.0,,
2022-03-19,2022-03-19,9917.0,,
2022-03-20,2022-03-20,7949.0,,
2022-03-21,2022-03-21,44078.0,,
2022-03-22,2022-03-22,22057.0,,
2022-03-23,2022-03-23,49309.0,,
2022-03-24,2022-03-24,36677.0,,
2022-03-25,2022-03-25,48620.0,,
2022-03-26,2022-03-26,10738.0,,
2022-03-27,2022-03-27,6735.0,,
2022-03-28,2022-03-28,39391.0,,
2022-03-29,2022-03-29,22901.0,,
2022-03-30,2022-03-30,51148.0,,
2022-03-31,2022-03-31,36452.0,,
2022-04-01,2022-04-01,32017.0,,
2022-04-02,2022-04-02,8180.0,,
2022-04-03,2022-04-03,4924.0,,
2022-04-04,2022-04-04,39096.0,,
2022-04-05,2022-04-05,27631.0,,
2022-04-06,2022-04-06,49386.0,,
2022-04-07,2022-04-07,34947.0,,
2022-04-08,2022-04-08,65899.0,,
2022-04-09,2022-04-09,9780.0,,
2022-04-10,2022-04-10,8185.0,,
2022-04-11,2022-04-11,46070.0,,
2022-04-12,2022-04-12,26571.0,,
2022-04-13,2022-04-13,54600.0,,
2022-04-14,2022-04-14,54753.0,,
2022-04-15,2022-04-15,36807.0,,
2022-04-16,2022-04-16,10854.0,,
2022-04-17,2022-04-17,10557.0,,
2022-04-18,2022-04-18,51947.0,,
2022-04-19,2022-04-19,46946.0,,
2022-04-20,2022-04-20,68921.0,,
2022-04-21,2022-04-21,49520.0,,
2022-04-22,2022-04-22,103304.0,,
2022-04-23,2022-04-23,16962.0,,
2022-04-24,2022-04-24,12404.0,,
2022-04-25,2022-04-25,66637.0,,
2022-04-26,2022-04-26,48421.0,,
2022-04-27,2022-04-27,88903.0,,
2022-04-28,2022-04-28,64228.0,,
2022-04-29,2022-04-29,76008.0,,
2022-04-30,2022-04-30,19946.0,,
2022-05-01,2022-05-01,15253.0,,
2022-05-02,2022-05-02,85530.0,,
2022-05-03,2022-05-03,61762.0,,
2022-05-04,2022-05-04,110342.0,,
2022-05-05,2022-05-05,78620.0,,
2022-05-06,2022-05-06,146615.0,,
2022-05-07,2022-05-07,20186.0,,
2022-05-08,2022-05-08,11996.0,,
2022-05-09,2022-05-09,114270.0,,
2022-05-10,2022-05-10,74330.0,,
2022-05-11,2022-05-11,166694.0,,
2022-05-12,2022-05-12,96769.0,,
2022-05-13,2022-05-13,108234.0,,
2022-05-14,2022-05-14,23241.0,,
2022-05-15,2022-05-15,19305.0,,
2022-05-16,2022-05-16,126974.0,,
2022-05-17,2022-05-17,101265.0,,
2022-05-18,2022-05-18,192125.0,,
2022-05-19,2022-05-19,101024.0,,
2022-05-20,2022-05-20,223561.0,,
2022-05-21,2022-05-21,16568.0,,
2022-05-22,2022-05-22,22320.0,,
2022-05-23,2022-05-23,124051.0,,
2022-05-24,2022-05-24,104422.0,,
2022-05-25,2022-05-25,210033.0,,
2022-05-26,2022-05-26,102653.0,,
2022-05-27,2022-05-27,120701.0,,
2022-05-28,2022-05-28,13919.0,,
2022-05-29,2022-05-29,9440.0,,
2022-05-30,2022-05-30,24359.0,,
2022-05-31,2022-05-31,130557.0,,
2022-06-01,2022-06-01,250168.0,,
2022-06-02,2022-06-02,84782.0,,
,2022-06-03,,,106534.72601599625
,2022-06-04,,,13959.499488174308
,2022-06-05,,,12068.046074119595
,2022-06-06,,,61125.570492756924
,2022-06-07,,,90040.58764143649
,2022-06-08,,,162044.28324645647
,2022-06-09,,,70019.95963863553
,2022-06-10,,,99411.19269890182
,2022-06-11,,,12959.04289119442
,2022-06-12,,,11230.926247288999
,2022-06-13,,,57397.074741687364
,2022-06-14,,,84877.52874866908
,2022-06-15,,,153405.08623777842
,2022-06-16,,,66268.7647252347
,2022-06-17,,,94395.66112256412
,2022-06-18,,,12257.646351322583
,2022-06-19,,,10642.834624725816
,2022-06-20,,,54758.244393413996
,2022-06-21,,,81211.61250663054
,2022-06-22,,,147249.32367926757
,2022-06-23,,,63596.49837475314
,2022-06-24,,,90812.96122772664
,2022-06-25,,,11758.226626535912
,2022-06-26,,,10223.446829498313
,2022-06-27,,,52865.9201656772
,2022-06-28,,,78576.41336090806
,2022-06-29,,,142812.61792651677
,2022-06-30,,,61670.815066167925
,2022-07-01,,,88225.93185575948
,2022-07-02,,,11398.464815501402
